gs_id,gnn_cluster,structlite_cluster
GEX078149,1,0
GEX078173,7,4
GEX078174,6,4
GEX078206,6,9
GEX078213,7,4
GEX078223,2,8
GEX078237,8,1
GEX078256,4,7
GEX078297,6,0
GEX078325,3,3
GEX078326,1,0
GEX078427,1,4
GEX078428,2,4
GEX078478,9,7
GEX078480,3,3
GEX078561,2,6
GEX078562,3,3
GEX078639,3,3
GEX078658,1,9
GEX078659,5,4
GEX078782,9,3
GEX078795,2,6
GEX078808,9,3
GEX079033,3,3
GEX079067,8,1
GEX079080,2,8
GEX079107,7,5
GEX079122,3,7
GEX079123,6,5
GEX079160,9,2
GEX079161,4,7
GEX079212,6,9
GEX079219,9,3
GEX079220,8,1
GEX079232,9,3
GEX079251,0,7
GEX079252,1,0
GEX079341,6,0
GEX079378,9,2
GEX079380,1,5
GEX079457,4,7
GEX079484,7,9
GEX079485,0,3
GEX079493,4,0
GEX079568,9,9
GEX079569,6,5
GEX079572,3,3
GEX079573,7,9
GEX079593,2,4
GEX079594,7,4
GEX079624,5,1
GEX079656,4,7
GEX079673,1,0
GEX079674,7,0
GEX079722,1,3
GEX079753,8,1
GEX079842,0,3
GEX079889,9,7
GEX079890,4,7
GEX079901,0,4
GEX079905,1,0
GEX079906,0,7
GEX079910,6,0
GEX079915,1,4
GEX080005,1,0
GEX080006,6,9
GEX080095,0,4
GEX080117,1,0
GEX080143,7,5
GEX080217,6,2
GEX080233,0,3
GEX080257,5,2
GEX080269,4,3
GEX080329,3,3
GEX080330,7,9
GEX080334,4,3
GEX080414,2,6
GEX080424,8,6
GEX080514,7,4
GEX080515,6,4
GEX080531,9,7
GEX080581,9,2
GEX080582,3,7
GEX080604,6,0
GEX080653,2,5
GEX080654,5,9
GEX080721,5,3
GEX080729,0,2
GEX080744,7,5
GEX080798,7,5
GEX080799,3,0
GEX080821,0,7
GEX080843,4,3
GEX080930,2,6
GEX080942,4,3
GEX081092,5,9
GEX081163,5,0
GEX081192,6,3
GEX081211,1,9
GEX081212,0,7
GEX081229,4,7
GEX081230,8,0
GEX081234,2,1
GEX081383,6,0
GEX081386,4,3
GEX081387,4,3
GEX081421,7,0
GEX081422,7,5
GEX081447,6,5
GEX081498,6,9
GEX081526,8,1
GEX081528,1,9
GEX081551,8,6
GEX081568,6,9
GEX081654,9,4
GEX081655,0,4
GEX081660,3,7
GEX081694,5,3
GEX081737,9,3
GEX081779,5,3
GEX081817,1,5
GEX081857,4,7
GEX081858,6,2
GEX081883,5,4
GEX081922,7,9
GEX081923,7,4
GEX081937,0,7
GEX081938,0,7
GEX081974,6,0
GEX081982,3,3
GEX082052,1,0
GEX082173,6,9
GEX082234,5,3
GEX082235,2,5
GEX082307,3,7
GEX082308,7,5
GEX082362,0,7
GEX082363,3,7
GEX082433,4,3
GEX082436,6,9
GEX082437,7,5
GEX082466,8,1
GEX082509,3,3
GEX082575,6,0
GEX082576,7,5
GEX082624,1,9
GEX082689,6,3
GEX082690,3,7
GEX082763,6,9
GEX082764,0,7
GEX082813,3,3
GEX082828,1,0
GEX082830,1,2
GEX082942,7,9
GEX082956,9,9
GEX082957,6,5
GEX082984,5,2
GEX082985,2,5
GEX083050,9,3
GEX083073,9,4
GEX083074,0,9
GEX083100,7,5
GEX083101,7,5
GEX083120,1,2
GEX083121,6,2
GEX083126,2,5
GEX083127,1,4
GEX083140,3,3
GEX083141,6,7
GEX083184,0,2
GEX083246,5,0
GEX083247,5,2
GEX083265,5,3
GEX083266,9,0
GEX083276,6,4
GEX083277,8,5
GEX083291,8,1
GEX083335,8,8
GEX083346,6,0
GEX083388,2,6
GEX083391,7,9
GEX083395,7,9
GEX083451,5,3
GEX083461,1,0
GEX083549,7,9
GEX083578,8,1
GEX083595,5,4
GEX083596,3,4
GEX083664,6,2
GEX083684,2,6
GEX083846,9,7
GEX083891,2,5
GEX083892,2,5
GEX083907,2,8
GEX083929,0,3
GEX083975,4,3
GEX083976,2,6
GEX084024,8,1
GEX084044,5,7
GEX084071,7,5
GEX084079,2,6
GEX084106,6,9
GEX084138,6,9
GEX084158,0,7
GEX084159,6,0
GEX084199,0,7
GEX084200,6,0
GEX084280,7,5
GEX084294,3,7
GEX084448,0,3
GEX084449,0,3
GEX084466,2,9
GEX084613,2,6
GEX084632,3,3
GEX084652,1,7
GEX084701,1,5
GEX084810,8,1
GEX084830,8,1
GEX084831,2,4
GEX084842,7,0
GEX084843,6,3
GEX084848,9,0
GEX084974,7,5
GEX085004,6,0
GEX085005,6,9
GEX085021,0,4
GEX085037,9,7
GEX085040,8,6
GEX085067,9,3
GEX085131,9,7
GEX085182,9,3
GEX085192,5,0
GEX085266,4,7
GEX085334,0,4
GEX085491,1,9
GEX085554,8,1
GEX085555,9,7
GEX085556,2,5
GEX085562,6,9
GEX085583,1,0
GEX085591,9,3
GEX085592,0,3
GEX085636,9,3
GEX085787,0,7
GEX085814,3,3
GEX085870,7,5
GEX085871,5,0
GEX085899,1,7
GEX085900,6,9
GEX085929,1,9
GEX085948,0,3
GEX085949,9,3
GEX085950,6,5
GEX085952,7,0
GEX085986,2,1
GEX085996,3,3
GEX086026,9,4
GEX086056,3,7
GEX086057,6,0
GEX086092,3,3
GEX086093,1,0
GEX086117,7,5
GEX086118,3,2
GEX086122,2,5
GEX086261,3,3
GEX086262,1,9
GEX086292,7,1
GEX086310,1,2
GEX086311,6,2
GEX086349,5,3
GEX086350,5,0
GEX086379,3,3
GEX086416,0,3
GEX086467,5,9
GEX086471,4,3
GEX086472,1,7
GEX086477,2,6
GEX086484,7,5
GEX086485,6,0
GEX086491,0,3
GEX086492,1,0
GEX086513,0,3
GEX086540,3,4
GEX086541,1,4
GEX086743,3,3
GEX086744,6,0
GEX086754,6,0
GEX086755,6,5
GEX086898,6,5
GEX086901,1,9
GEX086934,8,1
GEX087011,2,6
GEX087032,3,7
GEX087043,5,6
GEX087079,9,0
GEX087089,6,2
GEX087090,9,3
GEX087093,8,4
GEX087262,7,9
GEX087290,5,0
GEX087336,3,2
GEX087381,9,2
GEX087382,3,3
GEX087411,5,2
GEX087464,5,3
GEX087547,4,7
GEX087553,8,1
GEX087557,1,0
GEX087591,2,6
GEX087599,5,3
GEX087600,2,6
GEX087613,0,3
GEX087619,4,7
GEX087637,5,9
GEX087649,0,3
GEX087650,3,7
GEX087651,1,0
GEX087652,7,5
GEX087725,7,4
GEX087726,6,7
GEX087746,1,0
GEX087781,6,9
GEX087788,8,1
GEX087798,6,0
GEX087799,9,3
GEX087806,0,7
GEX087807,7,5
GEX087811,5,9
GEX087847,1,9
GEX087861,8,1
GEX087888,2,4
GEX087889,0,7
GEX087908,3,7
GEX087926,9,7
GEX087934,8,6
GEX087986,3,7
GEX087987,5,3
GEX088043,5,1
GEX088086,8,8
GEX088101,5,2
GEX088102,5,3
GEX088110,3,7
GEX088111,0,3
GEX088124,6,3
GEX088125,9,7
GEX088247,4,4
GEX088303,9,7
GEX088304,2,5
GEX088333,0,3
GEX088340,6,0
GEX088343,1,5
GEX088451,7,0
GEX088452,1,5
GEX088482,3,5
GEX088517,1,0
GEX088534,1,0
GEX088538,0,2
GEX088545,3,7
GEX088712,0,3
GEX088794,2,6
GEX088827,9,7
GEX088924,7,5
GEX088925,7,5
GEX088937,5,7
GEX088990,9,3
GEX088991,7,5
GEX088992,9,7
GEX089005,1,0
GEX089048,8,0
GEX089242,9,7
GEX089372,3,3
GEX089373,7,9
GEX089383,1,9
GEX089470,7,9
GEX089471,9,9
GEX089519,8,4
GEX089536,5,7
GEX089537,1,2
GEX089598,0,3
GEX089610,4,0
GEX089611,4,9
GEX089628,6,9
GEX089673,5,0
GEX089681,4,7
GEX089691,7,2
GEX089724,9,4
GEX089725,2,4
GEX089738,2,1
GEX089825,6,9
GEX089826,1,5
GEX089829,8,1
GEX089854,7,4
GEX089857,6,9
GEX089858,9,7
GEX089882,8,1
GEX089963,6,0
GEX090015,2,6
GEX090196,1,3
GEX090244,1,9
GEX090245,5,9
GEX090246,2,6
GEX090280,8,8
GEX090285,9,7
GEX090307,0,3
GEX090308,6,9
GEX090330,0,7
GEX090331,4,7
GEX090352,9,9
GEX090367,9,7
GEX090368,7,5
GEX090446,6,9
GEX090447,6,9
GEX090519,6,9
GEX090539,8,0
GEX090550,7,4
GEX090551,7,9
GEX090589,8,5
GEX090612,5,3
GEX090656,8,6
GEX090674,6,0
GEX090687,1,0
GEX090688,7,5
GEX090718,6,4
GEX090734,9,7
GEX090738,6,0
GEX090848,1,5
GEX090899,0,7
GEX090900,1,2
GEX090917,7,4
GEX090939,8,6
GEX090986,6,2
GEX090987,0,3
GEX091093,3,3
GEX091199,4,3
GEX091205,3,7
GEX091206,2,4
GEX091249,7,0
GEX091270,3,3
GEX091315,1,2
GEX091406,4,3
GEX091407,3,3
GEX091449,2,5
GEX091450,5,2
GEX091468,2,6
GEX091480,6,9
GEX091520,2,5
GEX091521,7,5
GEX091558,4,7
GEX091742,6,2
GEX091747,2,6
GEX091758,7,5
GEX091774,2,1
GEX091812,0,7
GEX091813,1,0
GEX091838,9,7
GEX091883,0,7
GEX091884,4,7
GEX091888,4,3
GEX091904,8,8
GEX091916,1,0
GEX091917,1,0
GEX091946,9,2
GEX091952,0,7
GEX091953,0,3
GEX092107,0,3
GEX092166,9,7
GEX092167,0,3
GEX092174,0,4
GEX092209,4,2
GEX092210,6,0
GEX092221,5,7
GEX092251,2,5
GEX092262,1,7
GEX092263,1,9
GEX092300,2,8
GEX092487,6,5
GEX092488,1,0
GEX092505,3,3
GEX092596,2,6
GEX092822,7,4
GEX092823,2,4
GEX092829,1,0
GEX092978,7,0
GEX092979,0,7
GEX093003,2,5
GEX093007,1,0
GEX093017,0,4
GEX093096,9,3
GEX093134,1,3
GEX093187,1,0
GEX093235,4,3
GEX093250,0,3
GEX093251,9,3
GEX093271,7,4
GEX093289,0,0
GEX093295,5,6
GEX093345,9,7
GEX093351,4,3
GEX093356,9,7
GEX093366,4,7
GEX093370,3,3
GEX093372,4,7
GEX093457,9,7
GEX093484,0,7
GEX093488,9,9
GEX093489,9,3
GEX093505,2,1
GEX093510,5,7
GEX093511,7,5
GEX093626,2,6
GEX093670,7,4
GEX093671,3,7
GEX093696,6,2
GEX093718,0,7
GEX093748,8,1
GEX093854,9,7
GEX093855,7,5
GEX093859,5,1
GEX093956,9,2
GEX093957,3,7
GEX093967,8,7
GEX093968,1,0
GEX093996,2,6
GEX094018,6,0
GEX094019,6,7
GEX094036,8,1
GEX094112,9,7
GEX094220,6,9
GEX094315,3,3
GEX094336,5,2
GEX094337,7,5
GEX094351,0,3
GEX094404,2,5
GEX094405,3,7
GEX094406,3,7
GEX094407,2,9
GEX094412,8,5
GEX094434,9,7
GEX094435,3,2
GEX094466,0,5
GEX094529,4,3
GEX094700,2,6
GEX094731,5,6
GEX094732,8,1
GEX094903,2,9
GEX094986,6,2
GEX094993,9,2
GEX095020,3,3
GEX095066,2,6
GEX095088,9,0
GEX095229,0,2
GEX095339,5,4
GEX095340,7,4
GEX095370,9,3
GEX095371,0,7
GEX095380,9,2
GEX095381,5,2
GEX095459,8,1
GEX095494,1,9
GEX095542,5,1
GEX095543,2,6
GEX095578,5,7
GEX095579,8,5
GEX095727,1,0
GEX095728,7,5
GEX095785,0,3
GEX095847,1,0
GEX095848,3,7
GEX095911,8,1
GEX095934,4,3
GEX095992,9,7
GEX096008,2,6
GEX096037,0,3
GEX096079,7,2
GEX096084,6,9
GEX096104,8,1
GEX096105,5,7
GEX096213,1,0
GEX096297,2,1
GEX096382,5,3
GEX096383,9,7
GEX096449,2,6
GEX096459,7,9
GEX096465,6,4
GEX096469,6,9
GEX096470,5,4
GEX096487,7,5
GEX096503,5,3
GEX096547,7,9
GEX096548,2,5
GEX096578,2,6
GEX096626,6,0
GEX096627,6,7
GEX096682,7,5
GEX096683,7,2
GEX096684,2,5
GEX096686,2,2
GEX096687,9,7
GEX096746,3,7
GEX096747,1,3
GEX096762,3,7
GEX096785,6,0
GEX096802,9,3
GEX096871,1,0
GEX096876,0,7
GEX096877,6,0
GEX096975,1,5
GEX097114,5,4
GEX097115,3,3
GEX097120,5,0
GEX097124,7,5
GEX097125,4,0
GEX097207,3,2
GEX097220,4,7
GEX097221,1,0
GEX097248,7,5
GEX097249,1,9
GEX097270,4,0
GEX097277,1,7
GEX097310,6,0
GEX097322,5,4
GEX097323,1,4
GEX097423,0,7
GEX097453,9,3
GEX097463,2,9
GEX097473,5,2
GEX097474,2,5
GEX097483,3,3
GEX097484,0,7
GEX097576,4,7
GEX097577,5,5
GEX097588,7,5
GEX097589,9,4
GEX097606,9,3
GEX097607,6,0
GEX097610,9,3
GEX097666,1,0
GEX097667,9,3
GEX097687,4,4
GEX097688,7,4
GEX097769,2,4
GEX097828,6,4
GEX097829,7,9
GEX097881,0,7
GEX097882,4,3
GEX097927,6,9
GEX097949,1,9
GEX097975,1,0
GEX098114,2,1
GEX098173,9,7
GEX098193,4,4
GEX098199,3,7
GEX098217,8,4
GEX098218,8,9
GEX098238,1,7
GEX098274,1,4
GEX098275,5,3
GEX098301,6,5
GEX098329,2,5
GEX098330,4,3
GEX098357,2,4
GEX098358,2,4
GEX098360,2,6
GEX098445,7,4
GEX098475,6,7
GEX098476,7,5
GEX098502,2,6
GEX098512,2,5
GEX098520,3,7
GEX098618,7,5
GEX098631,7,5
GEX098632,7,5
GEX098656,8,1
GEX098657,1,9
GEX098658,1,5
GEX098690,0,7
GEX098691,6,0
GEX098709,9,2
GEX098710,7,2
GEX098715,5,6
GEX098716,5,0
GEX098717,7,5
GEX098730,6,2
GEX098761,1,9
GEX098762,0,3
GEX098767,2,5
GEX098768,7,9
GEX098799,9,4
GEX098800,2,4
GEX098802,4,9
GEX098828,2,5
GEX098878,8,1
GEX098896,9,7
GEX098921,1,4
GEX099100,9,7
GEX099101,5,0
GEX099130,7,5
GEX099136,0,3
GEX099197,5,1
GEX099215,5,3
GEX099225,2,1
GEX099228,2,6
GEX099279,9,3
GEX099362,2,6
GEX099381,7,5
GEX099431,4,3
GEX099432,5,9
GEX099499,4,7
GEX099517,2,6
GEX099571,9,7
GEX099632,5,2
GEX099633,7,5
GEX099641,4,7
GEX099680,5,6
GEX099699,4,3
GEX099737,1,3
GEX099895,1,0
GEX099896,6,5
GEX099932,5,2
GEX099992,0,7
GEX099994,0,4
GEX099995,3,4
GEX100023,0,3
GEX100083,8,6
GEX100100,9,7
GEX100135,3,2
GEX100136,3,7
GEX100147,0,7
GEX100150,8,1
GEX100245,2,5
GEX100246,4,3
GEX100282,0,3
GEX100374,1,9
GEX100377,3,3
GEX100394,0,7
GEX100398,1,7
GEX100406,4,3
GEX100453,0,3
GEX100481,7,5
GEX100482,6,7
GEX100589,3,0
GEX100590,0,2
GEX100742,3,7
GEX100743,7,5
GEX100772,2,6
GEX100899,5,1
GEX100904,6,2
GEX100905,3,3
GEX100919,6,0
GEX100922,6,0
GEX100923,0,7
GEX100935,3,2
GEX100936,6,2
GEX100958,6,0
GEX100959,0,0
GEX100991,9,2
GEX101025,0,0
GEX101044,4,3
GEX101118,4,7
GEX101237,0,3
GEX101238,9,3
GEX101296,0,3
GEX101330,3,7
GEX101401,7,5
GEX101402,7,9
GEX101489,2,6
GEX101496,4,3
GEX101504,0,4
GEX101516,5,0
GEX101575,4,7
GEX101576,8,0
GEX101624,5,3
GEX101681,5,7
GEX101682,3,7
GEX101743,2,6
GEX101751,6,0
GEX101774,2,6
GEX101777,7,9
GEX101778,2,9
GEX101815,9,3
GEX101816,9,2
GEX101818,2,2
GEX101926,5,5
GEX101982,9,3
GEX101983,0,2
GEX101988,9,3
GEX102103,1,9
GEX102155,2,5
GEX102159,6,9
GEX102210,9,7
GEX102211,7,2
GEX102237,7,7
GEX102238,1,9
GEX102266,8,1
GEX102304,3,3
GEX102315,9,3
GEX102333,7,2
GEX102341,4,0
GEX102342,0,3
GEX102349,3,7
GEX102350,4,0
GEX102380,3,7
GEX102381,1,5
GEX102434,6,9
GEX102509,8,1
GEX102556,0,7
GEX102557,7,5
GEX102606,1,2
GEX102677,9,3
GEX102678,5,0
GEX102735,9,7
GEX102840,9,7
GEX102875,7,9
GEX102876,6,4
GEX102883,5,2
GEX102884,9,2
GEX102924,4,7
GEX102925,6,0
GEX103062,3,3
GEX103079,6,0
GEX103116,3,3
GEX103132,1,3
GEX103183,6,3
GEX103239,5,3
GEX103269,0,3
GEX103348,0,7
GEX103349,7,4
GEX103353,3,2
GEX103358,9,3
GEX103366,3,3
GEX103367,9,4
GEX103376,5,0
GEX103403,8,6
GEX103425,5,7
GEX103426,5,3
GEX103429,3,3
GEX103430,0,3
GEX103452,3,7
GEX103453,9,3
GEX103540,3,7
GEX103589,8,1
GEX103638,0,7
GEX103644,1,5
GEX103701,6,9
GEX103713,2,6
GEX103720,0,7
GEX103721,2,5
GEX103722,8,1
GEX103757,7,5
GEX103796,0,3
GEX103797,1,4
GEX103898,1,9
GEX104006,1,4
GEX104007,6,7
GEX104027,2,6
GEX104070,7,1
GEX104125,7,5
GEX104126,2,5
GEX104127,2,5
GEX104159,6,5
GEX104234,0,3
GEX104239,2,6
GEX104259,3,3
GEX104262,2,6
GEX104267,4,7
GEX104293,5,7
GEX104343,8,6
GEX104369,4,3
GEX104403,3,7
GEX104404,4,7
GEX104406,2,5
GEX104443,8,6
GEX104469,2,6
GEX104478,9,3
GEX104479,6,0
GEX104488,0,3
GEX104490,3,3
GEX104513,2,6
GEX104552,6,2
GEX104557,1,4
GEX104558,6,4
GEX104559,1,0
GEX104560,1,9
GEX104667,0,7
GEX104668,3,3
GEX104683,1,7
GEX104689,0,3
GEX104690,1,9
GEX104693,4,7
GEX104736,3,7
GEX104737,2,5
GEX104775,7,5
GEX104794,4,7
GEX104798,0,7
GEX104823,5,3
GEX104840,2,5
GEX104902,9,3
GEX104913,3,0
GEX104914,7,5
GEX104942,3,3
GEX104970,1,9
GEX105041,4,7
GEX105042,3,3
GEX105044,7,9
GEX105109,8,6
GEX105403,7,5
GEX105404,6,2
GEX105414,4,9
GEX105436,5,3
GEX105492,2,5
GEX105541,9,7
GEX105563,5,7
GEX105564,2,2
GEX105577,2,6
GEX105612,0,2
GEX105613,7,2
GEX105614,3,7
GEX105615,9,7
GEX105618,2,6
GEX105626,4,3
GEX105637,3,3
GEX105672,9,0
GEX105673,1,0
GEX105688,2,5
GEX105763,5,9
GEX105764,1,9
GEX105781,9,3
GEX105794,1,0
GEX105818,0,3
GEX105820,6,9
GEX105891,2,6
GEX106043,9,2
GEX106057,5,0
GEX106076,3,7
GEX106077,7,5
GEX106114,6,5
GEX106131,8,1
GEX106204,1,3
GEX106205,3,7
GEX106338,1,9
GEX106339,5,7
GEX106348,0,7
GEX106349,7,5
GEX106354,6,0
GEX106447,2,1
GEX106448,2,6
GEX106491,8,1
GEX106588,6,3
GEX106641,2,6
GEX106665,9,7
GEX106689,2,8
GEX106696,0,2
GEX106722,8,1
GEX106736,6,0
GEX106737,7,5
GEX106771,6,7
GEX106793,0,7
GEX106816,2,5
GEX106861,6,9
GEX106866,9,3
GEX106879,0,7
GEX106908,4,3
GEX106952,4,7
GEX106953,6,0
GEX106969,4,7
GEX106980,6,2
GEX106981,7,5
GEX107046,9,2
GEX107047,5,2
GEX107086,9,7
GEX107087,9,7
GEX107095,2,6
GEX107106,6,0
GEX107107,7,5
GEX107139,6,5
GEX107164,9,3
GEX107165,6,9
GEX107167,6,9
GEX107266,5,0
GEX107290,1,9
GEX107330,8,6
GEX107406,1,2
GEX107488,5,9
GEX107614,8,1
GEX107633,1,0
GEX107634,7,0
GEX107640,4,3
GEX107677,8,1
GEX107696,1,0
GEX107724,2,6
GEX107731,9,2
GEX107732,1,0
GEX107856,0,7
GEX107868,0,3
GEX107948,5,2
GEX108025,1,9
GEX108063,8,1
GEX108102,6,0
GEX108103,7,5
GEX108138,9,4
GEX108139,2,4
GEX108141,4,1
GEX108214,7,5
GEX108215,6,4
GEX108232,0,3
GEX108290,0,7
GEX108308,0,3
GEX108309,1,0
GEX108369,2,6
GEX108374,3,7
GEX108375,4,7
GEX108380,7,4
GEX108520,9,3
GEX108544,8,1
GEX108559,6,9
GEX108560,0,3
GEX108688,2,1
GEX108689,8,1
GEX108704,0,7
GEX108705,6,9
GEX108727,0,7
GEX108761,2,5
GEX108809,9,3
GEX108843,6,2
GEX108844,5,2
GEX108874,2,6
GEX108921,6,0
GEX108942,7,5
GEX109045,4,2
GEX109068,7,5
GEX109069,1,0
GEX109123,0,7
GEX109165,5,3
GEX109185,3,7
GEX109186,5,3
GEX109242,9,7
GEX109305,5,9
GEX109359,8,1
GEX109420,3,3
GEX109458,4,3
GEX109503,7,4
GEX109534,1,2
GEX109535,0,7
GEX109541,7,5
GEX109567,0,3
GEX109571,2,5
GEX109572,1,5
GEX109626,4,3
GEX109627,0,7
GEX109665,7,5
GEX109678,5,3
GEX109688,0,7
GEX109689,7,5
GEX109695,6,2
GEX109769,4,7
GEX109857,5,4
GEX109864,2,6
GEX109932,8,6
GEX109963,6,2
GEX109964,7,5
GEX109979,5,7
GEX109980,1,0
GEX109993,9,7
GEX110018,0,2
GEX110041,0,3
GEX110077,2,4
GEX110154,6,0
GEX110202,6,9
GEX110203,1,0
GEX110286,4,3
GEX110341,0,3
GEX110385,1,9
GEX110414,2,4
GEX110415,2,6
GEX110442,1,4
GEX110577,1,0
GEX110618,2,6
GEX110650,4,7
GEX110653,5,3
GEX110654,1,3
GEX110655,9,3
GEX110664,2,6
GEX110668,4,7
GEX110711,0,7
GEX110712,1,0
GEX110740,3,3
GEX110755,1,9
GEX110771,3,7
GEX110772,6,0
GEX110813,9,7
GEX110828,4,3
GEX110860,2,6
GEX110897,1,9
GEX110926,2,8
GEX110956,7,5
GEX111078,6,9
GEX111108,9,7
GEX111109,1,7
GEX111205,6,0
GEX111206,7,9
GEX111226,5,9
GEX111227,5,9
GEX111244,7,4
GEX111245,2,4
GEX111250,2,5
GEX111260,0,7
GEX111261,6,0
GEX111420,6,7
GEX111421,6,0
GEX111474,7,9
GEX111475,5,3
GEX111479,2,6
GEX111541,0,3
GEX111585,6,7
GEX111586,1,0
GEX111655,8,1
GEX111682,3,3
GEX111788,5,5
GEX111823,1,5
GEX111842,0,7
GEX111881,8,1
GEX111886,5,1
GEX111900,6,0
GEX111942,9,7
GEX112289,1,5
GEX112368,0,7
GEX112369,6,2
GEX112450,1,9
GEX112485,6,9
GEX112492,1,9
GEX112493,1,9
GEX112542,7,5
GEX112543,2,5
GEX112560,2,8
GEX112577,1,9
GEX112584,5,1
GEX112614,2,6
GEX112623,2,6
GEX112633,3,7
GEX112643,2,6
GEX112659,2,5
GEX112685,2,6
GEX112691,2,6
GEX112728,9,3
GEX112748,7,4
GEX112765,1,5
GEX112793,2,2
GEX112822,6,0
GEX112823,5,0
GEX112829,6,9
GEX112879,3,7
GEX112880,6,0
GEX112944,6,9
GEX112958,6,0
GEX113038,2,6
GEX113047,3,7
GEX113048,4,0
GEX113067,1,3
GEX113070,5,0
GEX113145,3,3
GEX113188,0,7
GEX113189,7,5
GEX113249,2,5
GEX113250,4,7
GEX113312,3,3
GEX113320,2,2
GEX113406,9,0
GEX113419,0,7
GEX113420,0,7
GEX113486,8,1
GEX113579,7,3
GEX113580,5,9
GEX113586,4,0
GEX113657,7,2
GEX113798,9,2
GEX113799,7,5
GEX113918,2,5
GEX113948,8,1
GEX113975,4,3
GEX113980,1,0
GEX114027,6,0
GEX114030,2,1
GEX114061,7,4
GEX114194,7,5
GEX114199,4,4
GEX114217,3,3
GEX114272,1,7
GEX114351,9,7
GEX114352,2,1
GEX114367,0,7
GEX114416,2,6
GEX114449,2,1
GEX114502,6,9
GEX114507,4,7
GEX114508,5,0
GEX114631,9,3
GEX114701,7,5
GEX114739,3,3
GEX114740,9,7
GEX114743,5,8
GEX114790,9,7
GEX114791,7,2
GEX114820,0,7
GEX114821,9,7
GEX114843,9,0
GEX114915,2,6
GEX114976,2,1
GEX115059,1,2
GEX115060,1,0
GEX115115,7,5
GEX115131,2,6
GEX115158,0,7
GEX115159,3,3
GEX115182,4,3
GEX115191,5,3
GEX115235,9,3
GEX115280,3,7
GEX115289,9,7
GEX115325,0,7
GEX115367,3,2
GEX115368,1,7
GEX115436,1,7
GEX115475,0,3
GEX115519,6,2
GEX115609,2,6
GEX115653,5,6
GEX115658,3,7
GEX115659,7,0
GEX115718,6,4
GEX115719,7,4
GEX115750,0,7
GEX115751,7,5
GEX115791,8,1
GEX115918,8,1
GEX115925,1,2
GEX115939,4,0
GEX115940,1,3
GEX115999,9,7
GEX116027,6,9
GEX116028,6,9
GEX116036,6,5
GEX116037,1,0
GEX116039,4,4
GEX116056,5,0
GEX116062,9,3
GEX116084,0,7
GEX116119,9,3
GEX116173,8,1
GEX116274,3,3
GEX116275,4,3
GEX116338,1,0
GEX116374,9,3
GEX116385,3,7
GEX116386,1,5
GEX116395,3,3
GEX116423,3,3
GEX116486,7,9
GEX116487,7,9
GEX116490,2,2
GEX116527,9,3
GEX116570,6,0
GEX116624,6,9
GEX116625,7,5
GEX116668,0,3
GEX116689,8,1
GEX116700,9,2
GEX116701,7,5
GEX116719,8,1
GEX116726,3,3
GEX116765,7,5
GEX116766,1,5
GEX116935,3,3
GEX116936,5,3
GEX116953,5,6
GEX116986,8,1
GEX116993,2,1
GEX117058,2,6
GEX117081,0,7
GEX117218,4,7
GEX117219,9,4
GEX117220,0,4
GEX117239,1,9
GEX117284,8,1
GEX117292,9,3
GEX117356,3,3
GEX117357,9,7
GEX117414,8,8
GEX117426,3,3
GEX117427,1,9
GEX117429,5,9
GEX117464,7,9
GEX117511,5,4
GEX117512,4,4
GEX117537,0,7
GEX117554,8,1
GEX117570,9,7
GEX117571,4,7
GEX117612,9,3
GEX117613,6,2
GEX117617,2,1
GEX117635,3,7
GEX117647,0,3
GEX117788,1,0
GEX117811,5,0
GEX117870,7,5
GEX117921,0,4
GEX117922,1,0
GEX117923,9,2
GEX117956,6,2
GEX117957,9,3
GEX118099,7,2
GEX118139,9,7
GEX118140,7,5
GEX118157,4,0
GEX118205,8,1
GEX118246,1,5
GEX118270,9,3
GEX118271,7,9
GEX118288,1,0
GEX118311,8,4
GEX118312,8,9
GEX118340,6,9
GEX118380,4,5
GEX118398,2,8
GEX118416,5,1
GEX118434,0,3
GEX118435,7,5
GEX118528,0,3
GEX118529,7,5
GEX118554,2,8
GEX118604,4,3
GEX118744,4,7
GEX118745,3,3
GEX118758,3,3
GEX118759,0,7
GEX118834,9,7
GEX118863,2,5
GEX118891,0,7
GEX118892,7,5
GEX118918,7,5
GEX118919,0,7
GEX118927,7,9
GEX118990,2,4
GEX118993,6,9
GEX118994,0,3
GEX119032,0,9
GEX119033,1,0
GEX119057,1,9
GEX119058,7,5
GEX119068,5,1
GEX119088,8,1
GEX119090,8,1
GEX119091,3,7
GEX119092,9,2
GEX119097,8,6
GEX119123,1,5
GEX119129,0,7
GEX119225,8,1
GEX119268,6,9
GEX119288,5,1
GEX119294,3,3
GEX119295,5,3
GEX119315,4,7
GEX119424,1,7
GEX119455,2,6
GEX119477,3,3
GEX119485,6,3
GEX119547,3,3
GEX119562,3,3
GEX119563,1,2
GEX119564,1,0
GEX119567,4,7
GEX119591,8,1
GEX119630,2,1
GEX119631,2,8
GEX119658,8,1
GEX119726,5,0
GEX119727,7,5
GEX119752,5,4
GEX119753,7,5
GEX119769,8,1
GEX119864,0,3
GEX119866,0,2
GEX119903,3,3
GEX119935,5,2
GEX120037,1,0
GEX120136,0,7
GEX120137,7,5
GEX120139,6,4
GEX120140,4,7
GEX120141,9,3
GEX120154,8,1
GEX120220,3,3
GEX120231,6,9
GEX120272,3,7
GEX120374,5,9
GEX120398,9,3
