group_id,source,target,edge_type,disease_ids,disease_names,pathway_ids,pathway_names,source_db,min_pval,disease_count,go_terms,go_count,overlap_count,similarity,neg_log_pval,shared_pmid_count,shared_pmids
A0,GEX029506,GEX031369,gene_overlap,,,,,,,,,,464.0,0.8724821652599306,5.8102198850024295e-22,,
A0,GEX033666,GEX087806,gene_overlap,,,,,,,,,,854.0,1.0,11.91060013580136,,
A0,GEX037405,GEX105612,gene_overlap,,,,,,,,,,1209.0,0.6943404874892148,21.61287541375336,,
A0,GEX037405,GEX037417,gene_overlap,,,,,,,,,,1186.0,0.9368953438130118,0.1155008683517779,,
A0,GEX037417,GEX105612,gene_overlap,,,,,,,,,,1240.0,0.7062354079783786,19.296912647081164,,
A0,GEX037426,GEX101504,gene_overlap,,,,,,,,,,8.0,0.4133333333333333,0.0038666334515587,,
A0,GEX038357,GEX122363,gene_overlap,,,,,,,,,,1675.0,0.794171045216329,3.3289943279698124e-80,,
A0,GEX038432,GEX047263,gene_overlap,,,,,,,,,,1477.0,0.742576686827355,6.13810070838884e-21,,
A0,GEX038741,GEX077803,gene_overlap,,,,,,,,,,1079.0,0.6314933802179068,2.4347933439943443e-14,,
A0,GEX038771,GEX060792,gene_overlap,,,,,,,,,,1126.0,0.6794820082117987,1.0536621948795872e-10,,
A0,GEX039004,GEX050788,gene_overlap,,,,,,,,,,1173.0,0.6383491062039958,8.903236897425244e-15,,
A0,GEX039325,GEX063071,gene_overlap,,,,,,,,,,333.0,0.4958678504567981,0.0100546539114285,,
A0,GEX039442,GEX109567,gene_overlap,,,,,,,,,,1128.0,0.6409773235388055,2.328678420794579e-12,,
A0,GEX039519,GEX116668,gene_overlap,,,,,,,,,,1065.0,0.7471298629211031,0.0001604273997087,,
A0,GEX039525,GEX121407,gene_overlap,,,,,,,,,,716.0,0.6404623399286575,1.7024790037036522e-19,,
A0,GEX039935,GEX073956,gene_overlap,,,,,,,,,,1644.0,0.7787739281972934,1.0391544867788417e-65,,
A0,GEX040243,GEX045680,gene_overlap,,,,,,,,,,1088.0,0.6514540703744155,8.379971984469436e-19,,
A0,GEX040243,GEX062447,gene_overlap,,,,,,,,,,1098.0,0.7909027928425973,1.1197636680107284e-20,,
A0,GEX040419,GEX110041,gene_overlap,,,,,,,,,,1230.0,0.6956216600681048,9.037608278440548e-11,,
A0,GEX040614,GEX085948,gene_overlap,,,,,,,,,,1078.0,0.6413298337707786,3.102789792771341e-07,,
A0,GEX040645,GEX100394,gene_overlap,,,,,,,,,,1209.0,0.6890293920859998,8.887007152585022,,
A0,GEX040710,GEX058527,gene_overlap,,,,,,,,,,143.0,0.7395343137254902,3.390351072421916e-23,,
A0,GEX041095,GEX058179,gene_overlap,,,,,,,,,,1143.0,1.0,21.437605679268017,,
A0,GEX041622,GEX093718,gene_overlap,,,,,,,,,,1036.0,0.6065449930334257,2.0924293292425653e-05,,
A0,GEX041622,GEX120901,gene_overlap,,,,,,,,,,1035.0,0.6027075849187793,4.70065694556596e-08,,
A0,GEX041754,GEX121105,gene_overlap,,,,,,,,,,1127.0,0.6673401614209182,4.675007048625663e-05,,
